	Unnamed: 0	survived	pclass	sex	age	sibsp	parch	fare	embarked	class	who	adult_male	deck	embark_town	alive	alone
41	41	0	2	female	27.0	1	0	21.0	S	Second	woman	False		Southampton	no	False
42	42	0	3	male		0	0	7.8958	C	Third	man	True		Cherbourg	no	True
43	43	1	2	female	3.0	1	2	41.5792	C	Second	child	False		Cherbourg	yes	False
44	44	1	3	female	19.0	0	0	7.8792	Q	Third	woman	False		Queenstown	yes	True
45	45	0	3	male		0	0	8.05	S	Third	man	True		Southampton	no	True
46	46	0	3	male		1	0	15.5	Q	Third	man	True		Queenstown	no	False
47	47	1	3	female		0	0	7.75	Q	Third	woman	False		Queenstown	yes	True
48	48	0	3	male		2	0	21.6792	C	Third	man	True		Cherbourg	no	False
49	49	0	3	female	18.0	1	0	17.8	S	Third	woman	False		Southampton	no	False
50	50	0	3	male	7.0	4	1	39.6875	S	Third	child	False		Southampton	no	False
51	51	0	3	male	21.0	0	0	7.8	S	Third	man	True		Southampton	no	True
52	52	1	1	female	49.0	1	0	76.7292	C	First	woman	False	D	Cherbourg	yes	False
53	53	1	2	female	29.0	1	0	26.0	S	Second	woman	False		Southampton	yes	False
54	54	0	1	male	65.0	0	1	61.9792	C	First	man	True	B	Cherbourg	no	False
55	55	1	1	male		0	0	35.5	S	First	man	True	C	Southampton	yes	True
56	56	1	2	female	21.0	0	0	10.5	S	Second	woman	False		Southampton	yes	True
57	57	0	3	male	28.5	0	0	7.2292	C	Third	man	True		Cherbourg	no	True
58	58	1	2	female	5.0	1	2	27.75	S	Second	child	False		Southampton	yes	False
59	59	0	3	male	11.0	5	2	46.9	S	Third	child	False		Southampton	no	False
60	60	0	3	male	22.0	0	0	7.2292	C	Third	man	True		Cherbourg	no	True
61	61	1	1	female	38.0	0	0	80.0		First	woman	False	B		yes	True
62	62	0	1	male	45.0	1	0	83.475	S	First	man	True	C	Southampton	no	False
63	63	0	3	male	4.0	3	2	27.9	S	Third	child	False		Southampton	no	False
64	64	0	1	male		0	0	27.7208	C	First	man	True		Cherbourg	no	True
65	65	1	3	male		1	1	15.2458	C	Third	man	True		Cherbourg	yes	False
66	66	1	2	female	29.0	0	0	10.5	S	Second	woman	False	F	Southampton	yes	True
67	67	0	3	male	19.0	0	0	8.1583	S	Third	man	True		Southampton	no	True
68	68	1	3	female	17.0	4	2	7.925	S	Third	woman	False		Southampton	yes	False
69	69	0	3	male	26.0	2	0	8.6625	S	Third	man	True		Southampton	no	False
70	70	0	2	male	32.0	0	0	10.5	S	Second	man	True		Southampton	no	True
71	71	0	3	female	16.0	5	2	46.9	S	Third	woman	False		Southampton	no	False
72	72	0	2	male	21.0	0	0	73.5	S	Second	man	True		Southampton	no	True
73	73	0	3	male	26.0	1	0	14.4542	C	Third	man	True		Cherbourg	no	False
74	74	1	3	male	32.0	0	0	56.4958	S	Third	man	True		Southampton	yes	True
75	75	0	3	male	25.0	0	0	7.65	S	Third	man	True	F	Southampton	no	True
76	76	0	3	male		0	0	7.8958	S	Third	man	True		Southampton	no	True
77	77	0	3	male		0	0	8.05	S	Third	man	True		Southampton	no	True
78	78	1	2	male	0.83	0	2	29.0	S	Second	child	False		Southampton	yes	False
79	79	1	3	female	30.0	0	0	12.475	S	Third	woman	False		Southampton	yes	True
80	80	0	3	male	22.0	0	0	9.0	S	Third	man	True		Southampton	no	True
81	81	1	3	male	29.0	0	0	9.5	S	Third	man	True		Southampton	yes	True
82	82	1	3	female		0	0	7.7875	Q	Third	woman	False		Queenstown	yes	True
83	83	0	1	male	28.0	0	0	47.1	S	First	man	True		Southampton	no	True
84	84	1	2	female	17.0	0	0	10.5	S	Second	woman	False		Southampton	yes	True
85	85	1	3	female	33.0	3	0	15.85	S	Third	woman	False		Southampton	yes	False
86	86	0	3	male	16.0	1	3	34.375	S	Third	man	True		Southampton	no	False
87	87	0	3	male		0	0	8.05	S	Third	man	True		Southampton	no	True
88	88	1	1	female	23.0	3	2	263.0	S	First	woman	False	C	Southampton	yes	False
89	89	0	3	male	24.0	0	0	8.05	S	Third	man	True		Southampton	no	True
90	90	0	3	male	29.0	0	0	8.05	S	Third	man	True		Southampton	no	True
91	91	0	3	male	20.0	0	0	7.8542	S	Third	man	True		Southampton	no	True
92	92	0	1	male	46.0	1	0	61.175	S	First	man	True	E	Southampton	no	False
93	93	0	3	male	26.0	1	2	20.575	S	Third	man	True		Southampton	no	False
94	94	0	3	male	59.0	0	0	7.25	S	Third	man	True		Southampton	no	True
95	95	0	3	male		0	0	8.05	S	Third	man	True		Southampton	no	True
96	96	0	1	male	71.0	0	0	34.6542	C	First	man	True	A	Cherbourg	no	True
97	97	1	1	male	23.0	0	1	63.3583	C	First	man	True	D	Cherbourg	yes	False
98	98	1	2	female	34.0	0	1	23.0	S	Second	woman	False		Southampton	yes	False
99	99	0	2	male	34.0	1	0	26.0	S	Second	man	True		Southampton	no	False
100	100	0	3	female	28.0	0	0	7.8958	S	Third	woman	False		Southampton	no	True
101	101	0	3	male		0	0	7.8958	S	Third	man	True		Southampton	no	True
102	102	0	1	male	21.0	0	1	77.2875	S	First	man	True	D	Southampton	no	False
103	103	0	3	male	33.0	0	0	8.6542	S	Third	man	True		Southampton	no	True
104	104	0	3	male	37.0	2	0	7.925	S	Third	man	True		Southampton	no	False
105	105	0	3	male	28.0	0	0	7.8958	S	Third	man	True		Southampton	no	True
106	106	1	3	female	21.0	0	0	7.65	S	Third	woman	False		Southampton	yes	True
107	107	1	3	male		0	0	7.775	S	Third	man	True		Southampton	yes	True
108	108	0	3	male	38.0	0	0	7.8958	S	Third	man	True		Southampton	no	True
109	109	1	3	female		1	0	24.15	Q	Third	woman	False		Queenstown	yes	False
110	110	0	1	male	47.0	0	0	52.0	S	First	man	True	C	Southampton	no	True
111	111	0	3	female	14.5	1	0	14.4542	C	Third	child	False		Cherbourg	no	False
112	112	0	3	male	22.0	0	0	8.05	S	Third	man	True		Southampton	no	True
113	113	0	3	female	20.0	1	0	9.825	S	Third	woman	False		Southampton	no	False
114	114	0	3	female	17.0	0	0	14.4583	C	Third	woman	False		Cherbourg	no	True
115	115	0	3	male	21.0	0	0	7.925	S	Third	man	True		Southampton	no	True
116	116	0	3	male	70.5	0	0	7.75	Q	Third	man	True		Queenstown	no	True
117	117	0	2	male	29.0	1	0	21.0	S	Second	man	True		Southampton	no	False
118	118	0	1	male	24.0	0	1	247.5208	C	First	man	True	B	Cherbourg	no	False
119	119	0	3	female	2.0	4	2	31.275	S	Third	child	False		Southampton	no	False
120	120	0	2	male	21.0	2	0	73.5	S	Second	man	True		Southampton	no	False
121	121	0	3	male		0	0	8.05	S	Third	man	True		Southampton	no	True
122	122	0	2	male	32.5	1	0	30.0708	C	Second	man	True		Cherbourg	no	False
123	123	1	2	female	32.5	0	0	13.0	S	Second	woman	False	E	Southampton	yes	True
124	124	0	1	male	54.0	0	1	77.2875	S	First	man	True	D	Southampton	no	False
125	125	1	3	male	12.0	1	0	11.2417	C	Third	child	False		Cherbourg	yes	False
126	126	0	3	male		0	0	7.75	Q	Third	man	True		Queenstown	no	True
127	127	1	3	male	24.0	0	0	7.1417	S	Third	man	True		Southampton	yes	True
128	128	1	3	female		1	1	22.3583	C	Third	woman	False	F	Cherbourg	yes	False
129	129	0	3	male	45.0	0	0	6.975	S	Third	man	True		Southampton	no	True
130	130	0	3	male	33.0	0	0	7.8958	C	Third	man	True		Cherbourg	no	True
131	131	0	3	male	20.0	0	0	7.05	S	Third	man	True		Southampton	no	True
132	132	0	3	female	47.0	1	0	14.5	S	Third	woman	False		Southampton	no	False
133	133	1	2	female	29.0	1	0	26.0	S	Second	woman	False		Southampton	yes	False
134	134	0	2	male	25.0	0	0	13.0	S	Second	man	True		Southampton	no	True
135	135	0	2	male	23.0	0	0	15.0458	C	Second	man	True		Cherbourg	no	True
136	136	1	1	female	19.0	0	2	26.2833	S	First	woman	False	D	Southampton	yes	False
137	137	0	1	male	37.0	1	0	53.1	S	First	man	True	C	Southampton	no	False
138	138	0	3	male	16.0	0	0	9.2167	S	Third	man	True		Southampton	no	True
139	139	0	1	male	24.0	0	0	79.2	C	First	man	True	B	Cherbourg	no	True
140	140	0	3	female		0	2	15.2458	C	Third	woman	False		Cherbourg	no	False
141	141	1	3	female	22.0	0	0	7.75	S	Third	woman	False		Southampton	yes	True
142	142	1	3	female	24.0	1	0	15.85	S	Third	woman	False		Southampton	yes	False
143	143	0	3	male	19.0	0	0	6.75	Q	Third	man	True		Queenstown	no	True
144	144	0	2	male	18.0	0	0	11.5	S	Second	man	True		Southampton	no	True
145	145	0	2	male	19.0	1	1	36.75	S	Second	man	True		Southampton	no	False
146	146	1	3	male	27.0	0	0	7.7958	S	Third	man	True		Southampton	yes	True
147	147	0	3	female	9.0	2	2	34.375	S	Third	child	False		Southampton	no	False
148	148	0	2	male	36.5	0	2	26.0	S	Second	man	True	F	Southampton	no	False
149	149	0	2	male	42.0	0	0	13.0	S	Second	man	True		Southampton	no	True
150	150	0	2	male	51.0	0	0	12.525	S	Second	man	True		Southampton	no	True
151	151	1	1	female	22.0	1	0	66.6	S	First	woman	False	C	Southampton	yes	False
152	152	0	3	male	55.5	0	0	8.05	S	Third	man	True		Southampton	no	True
153	153	0	3	male	40.5	0	2	14.5	S	Third	man	True		Southampton	no	False
154	154	0	3	male		0	0	7.3125	S	Third	man	True		Southampton	no	True
155	155	0	1	male	51.0	0	1	61.3792	C	First	man	True		Cherbourg	no	False
156	156	1	3	female	16.0	0	0	7.7333	Q	Third	woman	False		Queenstown	yes	True
157	157	0	3	male	30.0	0	0	8.05	S	Third	man	True		Southampton	no	True
158	158	0	3	male		0	0	8.6625	S	Third	man	True		Southampton	no	True
159	159	0	3	male		8	2	69.55	S	Third	man	True		Southampton	no	False
160	160	0	3	male	44.0	0	1	16.1	S	Third	man	True		Southampton	no	False
161	161	1	2	female	40.0	0	0	15.75	S	Second	woman	False		Southampton	yes	True
162	162	0	3	male	26.0	0	0	7.775	S	Third	man	True		Southampton	no	True
163	163	0	3	male	17.0	0	0	8.6625	S	Third	man	True		Southampton	no	True
164	164	0	3	male	1.0	4	1	39.6875	S	Third	child	False		Southampton	no	False
165	165	1	3	male	9.0	0	2	20.525	S	Third	child	False		Southampton	yes	False
166	166	1	1	female		0	1	55.0	S	First	woman	False	E	Southampton	yes	False
167	167	0	3	female	45.0	1	4	27.9	S	Third	woman	False		Southampton	no	False
168	168	0	1	male		0	0	25.925	S	First	man	True		Southampton	no	True
169	169	0	3	male	28.0	0	0	56.4958	S	Third	man	True		Southampton	no	True
170	170	0	1	male	61.0	0	0	33.5	S	First	man	True	B	Southampton	no	True
171	171	0	3	male	4.0	4	1	29.125	Q	Third	child	False		Queenstown	no	False
172	172	1	3	female	1.0	1	1	11.1333	S	Third	child	False		Southampton	yes	False
173	173	0	3	male	21.0	0	0	7.925	S	Third	man	True		Southampton	no	True
174	174	0	1	male	56.0	0	0	30.6958	C	First	man	True	A	Cherbourg	no	True
175	175	0	3	male	18.0	1	1	7.8542	S	Third	man	True		Southampton	no	False
176	176	0	3	male		3	1	25.4667	S	Third	man	True		Southampton	no	False
177	177	0	1	female	50.0	0	0	28.7125	C	First	woman	False	C	Cherbourg	no	True
178	178	0	2	male	30.0	0	0	13.0	S	Second	man	True		Southampton	no	True
179	179	0	3	male	36.0	0	0	0.0	S	Third	man	True		Southampton	no	True
180	180	0	3	female		8	2	69.55	S	Third	woman	False		Southampton	no	False
181	181	0	2	male		0	0	15.05	C	Second	man	True		Cherbourg	no	True
182	182	0	3	male	9.0	4	2	31.3875	S	Third	child	False		Southampton	no	False
183	183	1	2	male	1.0	2	1	39.0	S	Second	child	False	F	Southampton	yes	False
184	184	1	3	female	4.0	0	2	22.025	S	Third	child	False		Southampton	yes	False
185	185	0	1	male		0	0	50.0	S	First	man	True	A	Southampton	no	True
186	186	1	3	female		1	0	15.5	Q	Third	woman	False		Queenstown	yes	False
187	187	1	1	male	45.0	0	0	26.55	S	First	man	True		Southampton	yes	True
188	188	0	3	male	40.0	1	1	15.5	Q	Third	man	True		Queenstown	no	False
189	189	0	3	male	36.0	0	0	7.8958	S	Third	man	True		Southampton	no	True
190	190	1	2	female	32.0	0	0	13.0	S	Second	woman	False		Southampton	yes	True
191	191	0	2	male	19.0	0	0	13.0	S	Second	man	True		Southampton	no	True
192	192	1	3	female	19.0	1	0	7.8542	S	Third	woman	False		Southampton	yes	False
193	193	1	2	male	3.0	1	1	26.0	S	Second	child	False	F	Southampton	yes	False
194	194	1	1	female	44.0	0	0	27.7208	C	First	woman	False	B	Cherbourg	yes	True
195	195	1	1	female	58.0	0	0	146.5208	C	First	woman	False	B	Cherbourg	yes	True
196	196	0	3	male		0	0	7.75	Q	Third	man	True		Queenstown	no	True
197	197	0	3	male	42.0	0	1	8.4042	S	Third	man	True		Southampton	no	False
198	198	1	3	female		0	0	7.75	Q	Third	woman	False		Queenstown	yes	True
199	199	0	2	female	24.0	0	0	13.0	S	Second	woman	False		Southampton	no	True
200	200	0	3	male	28.0	0	0	9.5	S	Third	man	True		Southampton	no	True
201	201	0	3	male		8	2	69.55	S	Third	man	True		Southampton	no	False
202	202	0	3	male	34.0	0	0	6.4958	S	Third	man	True		Southampton	no	True
203	203	0	3	male	45.5	0	0	7.225	C	Third	man	True		Cherbourg	no	True
204	204	1	3	male	18.0	0	0	8.05	S	Third	man	True		Southampton	yes	True
205	205	0	3	female	2.0	0	1	10.4625	S	Third	child	False	G	Southampton	no	False
206	206	0	3	male	32.0	1	0	15.85	S	Third	man	True		Southampton	no	False
207	207	1	3	male	26.0	0	0	18.7875	C	Third	man	True		Cherbourg	yes	True
208	208	1	3	female	16.0	0	0	7.75	Q	Third	woman	False		Queenstown	yes	True
209	209	1	1	male	40.0	0	0	31.0	C	First	man	True	A	Cherbourg	yes	True
210	210	0	3	male	24.0	0	0	7.05	S	Third	man	True		Southampton	no	True
211	211	1	2	female	35.0	0	0	21.0	S	Second	woman	False		Southampton	yes	True
212	212	0	3	male	22.0	0	0	7.25	S	Third	man	True		Southampton	no	True
213	213	0	2	male	30.0	0	0	13.0	S	Second	man	True		Southampton	no	True
214	214	0	3	male		1	0	7.75	Q	Third	man	True		Queenstown	no	False
215	215	1	1	female	31.0	1	0	113.275	C	First	woman	False	D	Cherbourg	yes	False
216	216	1	3	female	27.0	0	0	7.925	S	Third	woman	False		Southampton	yes	True
217	217	0	2	male	42.0	1	0	27.0	S	Second	man	True		Southampton	no	False
218	218	1	1	female	32.0	0	0	76.2917	C	First	woman	False	D	Cherbourg	yes	True
219	219	0	2	male	30.0	0	0	10.5	S	Second	man	True		Southampton	no	True
220	220	1	3	male	16.0	0	0	8.05	S	Third	man	True		Southampton	yes	True
221	221	0	2	male	27.0	0	0	13.0	S	Second	man	True		Southampton	no	True
222	222	0	3	male	51.0	0	0	8.05	S	Third	man	True		Southampton	no	True
223	223	0	3	male		0	0	7.8958	S	Third	man	True		Southampton	no	True
224	224	1	1	male	38.0	1	0	90.0	S	First	man	True	C	Southampton	yes	False
225	225	0	3	male	22.0	0	0	9.35	S	Third	man	True		Southampton	no	True
226	226	1	2	male	19.0	0	0	10.5	S	Second	man	True		Southampton	yes	True
227	227	0	3	male	20.5	0	0	7.25	S	Third	man	True		Southampton	no	True
228	228	0	2	male	18.0	0	0	13.0	S	Second	man	True		Southampton	no	True
229	229	0	3	female		3	1	25.4667	S	Third	woman	False		Southampton	no	False
230	230	1	1	female	35.0	1	0	83.475	S	First	woman	False	C	Southampton	yes	False
231	231	0	3	male	29.0	0	0	7.775	S	Third	man	True		Southampton	no	True
232	232	0	2	male	59.0	0	0	13.5	S	Second	man	True		Southampton	no	True
233	233	1	3	female	5.0	4	2	31.3875	S	Third	child	False		Southampton	yes	False
234	234	0	2	male	24.0	0	0	10.5	S	Second	man	True		Southampton	no	True
235	235	0	3	female		0	0	7.55	S	Third	woman	False		Southampton	no	True
236	236	0	2	male	44.0	1	0	26.0	S	Second	man	True		Southampton	no	False
237	237	1	2	female	8.0	0	2	26.25	S	Second	child	False		Southampton	yes	False
238	238	0	2	male	19.0	0	0	10.5	S	Second	man	True		Southampton	no	True
239	239	0	2	male	33.0	0	0	12.275	S	Second	man	True		Southampton	no	True
240	240	0	3	female		1	0	14.4542	C	Third	woman	False		Cherbourg	no	False
241	241	1	3	female		1	0	15.5	Q	Third	woman	False		Queenstown	yes	False
242	242	0	2	male	29.0	0	0	10.5	S	Second	man	True		Southampton	no	True
243	243	0	3	male	22.0	0	0	7.125	S	Third	man	True		Southampton	no	True
244	244	0	3	male	30.0	0	0	7.225	C	Third	man	True		Cherbourg	no	True
245	245	0	1	male	44.0	2	0	90.0	Q	First	man	True	C	Queenstown	no	False
246	246	0	3	female	25.0	0	0	7.775	S	Third	woman	False		Southampton	no	True
247	247	1	2	female	24.0	0	2	14.5	S	Second	woman	False		Southampton	yes	False
248	248	1	1	male	37.0	1	1	52.5542	S	First	man	True	D	Southampton	yes	False
249	249	0	2	male	54.0	1	0	26.0	S	Second	man	True		Southampton	no	False
250	250	0	3	male		0	0	7.25	S	Third	man	True		Southampton	no	True
251	251	0	3	female	29.0	1	1	10.4625	S	Third	woman	False	G	Southampton	no	False
252	252	0	1	male	62.0	0	0	26.55	S	First	man	True	C	Southampton	no	True
253	253	0	3	male	30.0	1	0	16.1	S	Third	man	True		Southampton	no	False
254	254	0	3	female	41.0	0	2	20.2125	S	Third	woman	False		Southampton	no	False
255	255	1	3	female	29.0	0	2	15.2458	C	Third	woman	False		Cherbourg	yes	False
256	256	1	1	female		0	0	79.2	C	First	woman	False		Cherbourg	yes	True
257	257	1	1	female	30.0	0	0	86.5	S	First	woman	False	B	Southampton	yes	True
258	258	1	1	female	35.0	0	0	512.3292	C	First	woman	False		Cherbourg	yes	True
259	259	1	2	female	50.0	0	1	26.0	S	Second	woman	False		Southampton	yes	False
260	260	0	3	male		0	0	7.75	Q	Third	man	True		Queenstown	no	True
261	261	1	3	male	3.0	4	2	31.3875	S	Third	child	False		Southampton	yes	False
262	262	0	1	male	52.0	1	1	79.65	S	First	man	True	E	Southampton	no	False
263	263	0	1	male	40.0	0	0	0.0	S	First	man	True	B	Southampton	no	True
264	264	0	3	female		0	0	7.75	Q	Third	woman	False		Queenstown	no	True
265	265	0	2	male	36.0	0	0	10.5	S	Second	man	True		Southampton	no	True
266	266	0	3	male	16.0	4	1	39.6875	S	Third	man	True		Southampton	no	False
267	267	1	3	male	25.0	1	0	7.775	S	Third	man	True		Southampton	yes	False
268	268	1	1	female	58.0	0	1	153.4625	S	First	woman	False	C	Southampton	yes	False
269	269	1	1	female	35.0	0	0	135.6333	S	First	woman	False	C	Southampton	yes	True
270	270	0	1	male		0	0	31.0	S	First	man	True		Southampton	no	True
271	271	1	3	male	25.0	0	0	0.0	S	Third	man	True		Southampton	yes	True
272	272	1	2	female	41.0	0	1	19.5	S	Second	woman	False		Southampton	yes	False
273	273	0	1	male	37.0	0	1	29.7	C	First	man	True	C	Cherbourg	no	False
274	274	1	3	female		0	0	7.75	Q	Third	woman	False		Queenstown	yes	True
275	275	1	1	female	63.0	1	0	77.9583	S	First	woman	False	D	Southampton	yes	False
276	276	0	3	female	45.0	0	0	7.75	S	Third	woman	False		Southampton	no	True
277	277	0	2	male		0	0	0.0	S	Second	man	True		Southampton	no	True
278	278	0	3	male	7.0	4	1	29.125	Q	Third	child	False		Queenstown	no	False
279	279	1	3	female	35.0	1	1	20.25	S	Third	woman	False		Southampton	yes	False
280	280	0	3	male	65.0	0	0	7.75	Q	Third	man	True		Queenstown	no	True
281	281	0	3	male	28.0	0	0	7.8542	S	Third	man	True		Southampton	no	True
282	282	0	3	male	16.0	0	0	9.5	S	Third	man	True		Southampton	no	True
283	283	1	3	male	19.0	0	0	8.05	S	Third	man	True		Southampton	yes	True
284	284	0	1	male		0	0	26.0	S	First	man	True	A	Southampton	no	True
285	285	0	3	male	33.0	0	0	8.6625	C	Third	man	True		Cherbourg	no	True
286	286	1	3	male	30.0	0	0	9.5	S	Third	man	True		Southampton	yes	True
287	287	0	3	male	22.0	0	0	7.8958	S	Third	man	True		Southampton	no	True
288	288	1	2	male	42.0	0	0	13.0	S	Second	man	True		Southampton	yes	True
289	289	1	3	female	22.0	0	0	7.75	Q	Third	woman	False		Queenstown	yes	True
290	290	1	1	female	26.0	0	0	78.85	S	First	woman	False		Southampton	yes	True
291	291	1	1	female	19.0	1	0	91.0792	C	First	woman	False	B	Cherbourg	yes	False
292	292	0	2	male	36.0	0	0	12.875	C	Second	man	True	D	Cherbourg	no	True
293	293	0	3	female	24.0	0	0	8.85	S	Third	woman	False		Southampton	no	True
294	294	0	3	male	24.0	0	0	7.8958	S	Third	man	True		Southampton	no	True
295	295	0	1	male		0	0	27.7208	C	First	man	True		Cherbourg	no	True
296	296	0	3	male	23.5	0	0	7.2292	C	Third	man	True		Cherbourg	no	True
297	297	0	1	female	2.0	1	2	151.55	S	First	child	False	C	Southampton	no	False
298	298	1	1	male		0	0	30.5	S	First	man	True	C	Southampton	yes	True
299	299	1	1	female	50.0	0	1	247.5208	C	First	woman	False	B	Cherbourg	yes	False
300	300	1	3	female		0	0	7.75	Q	Third	woman	False		Queenstown	yes	True
301	301	1	3	male		2	0	23.25	Q	Third	man	True		Queenstown	yes	False
302	302	0	3	male	19.0	0	0	0.0	S	Third	man	True		Southampton	no	True
303	303	1	2	female		0	0	12.35	Q	Second	woman	False	E	Queenstown	yes	True
304	304	0	3	male		0	0	8.05	S	Third	man	True		Southampton	no	True
305	305	1	1	male	0.92	1	2	151.55	S	First	child	False	C	Southampton	yes	False
306	306	1	1	female		0	0	110.8833	C	First	woman	False		Cherbourg	yes	True
307	307	1	1	female	17.0	1	0	108.9	C	First	woman	False	C	Cherbourg	yes	False
308	308	0	2	male	30.0	1	0	24.0	C	Second	man	True		Cherbourg	no	False
309	309	1	1	female	30.0	0	0	56.9292	C	First	woman	False	E	Cherbourg	yes	True
310	310	1	1	female	24.0	0	0	83.1583	C	First	woman	False	C	Cherbourg	yes	True
311	311	1	1	female	18.0	2	2	262.375	C	First	woman	False	B	Cherbourg	yes	False
312	312	0	2	female	26.0	1	1	26.0	S	Second	woman	False		Southampton	no	False
313	313	0	3	male	28.0	0	0	7.8958	S	Third	man	True		Southampton	no	True
314	314	0	2	male	43.0	1	1	26.25	S	Second	man	True		Southampton	no	False
315	315	1	3	female	26.0	0	0	7.8542	S	Third	woman	False		Southampton	yes	True
316	316	1	2	female	24.0	1	0	26.0	S	Second	woman	False		Southampton	yes	False
317	317	0	2	male	54.0	0	0	14.0	S	Second	man	True		Southampton	no	True
318	318	1	1	female	31.0	0	2	164.8667	S	First	woman	False	C	Southampton	yes	False
319	319	1	1	female	40.0	1	1	134.5	C	First	woman	False	E	Cherbourg	yes	False
320	320	0	3	male	22.0	0	0	7.25	S	Third	man	True		Southampton	no	True
321	321	0	3	male	27.0	0	0	7.8958	S	Third	man	True		Southampton	no	True
322	322	1	2	female	30.0	0	0	12.35	Q	Second	woman	False		Queenstown	yes	True
323	323	1	2	female	22.0	1	1	29.0	S	Second	woman	False		Southampton	yes	False
324	324	0	3	male		8	2	69.55	S	Third	man	True		Southampton	no	False
325	325	1	1	female	36.0	0	0	135.6333	C	First	woman	False	C	Cherbourg	yes	True
326	326	0	3	male	61.0	0	0	6.2375	S	Third	man	True		Southampton	no	True
327	327	1	2	female	36.0	0	0	13.0	S	Second	woman	False	D	Southampton	yes	True
328	328	1	3	female	31.0	1	1	20.525	S	Third	woman	False		Southampton	yes	False
329	329	1	1	female	16.0	0	1	57.9792	C	First	woman	False	B	Cherbourg	yes	False
330	330	1	3	female		2	0	23.25	Q	Third	woman	False		Queenstown	yes	False
331	331	0	1	male	45.5	0	0	28.5	S	First	man	True	C	Southampton	no	True
332	332	0	1	male	38.0	0	1	153.4625	S	First	man	True	C	Southampton	no	False
333	333	0	3	male	16.0	2	0	18.0	S	Third	man	True		Southampton	no	False
334	334	1	1	female		1	0	133.65	S	First	woman	False		Southampton	yes	False
335	335	0	3	male		0	0	7.8958	S	Third	man	True		Southampton	no	True
336	336	0	1	male	29.0	1	0	66.6	S	First	man	True	C	Southampton	no	False
337	337	1	1	female	41.0	0	0	134.5	C	First	woman	False	E	Cherbourg	yes	True
